stop_id,stop_name,stop_lat,stop_lon,district_name,population,pop_density_sqkm,daily_trips_count,avg_headway_secs
dockers.spades.excuse,El Batran Exit,29.975008,31.155724,,,,9,8396.0
finds.fool.streak,El Batran Exit,29.974892,31.155767,,,,9,8396.0
freshest.ahead.bristle,El Kafr (Birak Al Khiyam),30.045744,31.157124,,,,18,264.0
fuss.gobbling.deciding,El Khanka Mental Health Hospital,30.225204,31.367352,,,,18,2610.0
health.wonderful.disco,El Warsha (Ezbet Al Nakhl),30.141405,31.343824,,,,72,1867.875
aquatics.averages.standards,Elecrticity Hospital - Suez Rd,30.07883,31.372301,,,,81,4314.0
tested.joystick.attends,Elecrticity Hospital - Suez Rd,30.079018,31.372335,,,,108,4410.166666666667
floating.expansion.stuffing,Electricity Distribution Co - Isaaf,30.054348,31.236347,,,,54,2360.3333333333335
hammer.should.deck,Electricity Distribution Co - Isaaf,30.054674,31.235754,,,,18,3740.5
clown.workforce.defectors,Emad El Deen St - 26th of July St,30.052612,31.244377,,,,279,5478.225806451613
offer.shampoo.eyepieces,Emerald - New Cairo,30.052742,31.430485,New Cairo City,5712885.0,15000.0,18,3075.5
offer.shampoo.eyepieces,Emerald - New Cairo,30.052742,31.430485,New Cairo City,5712885.0,15000.0,18,3075.5
offer.shampoo.eyepieces,Emerald - New Cairo,30.052742,31.430485,New Cairo City,5712885.0,15000.0,18,3075.5
offer.shampoo.eyepieces,Emerald - New Cairo,30.052742,31.430485,New Cairo City,5712885.0,15000.0,18,3075.5
paused.household.shuttling,Experimental School - Bahteem,30.141401,31.275148,,,,63,4522.142857142857
risen.models.durations,Experimental School - Bahteem,30.141304,31.27523,,,,63,4522.142857142857
bumping.friend.towels,Ezbet Al Baydaa Steps - Ring Road,30.163185,31.32703,,,,180,2979.95
operating.screaming.eggplants,Ezbet Al Baydaa Steps - Ring Road,30.162958,31.327883,,,,162,2597.6666666666665
daytime.jumpy.gossiping,Ezbet Al Mofti Steps - Ring Road,30.0884,31.195387,,,,54,2754.0
radiated.fire.huddling,Ezbet Al Mofti Steps - Ring Road,30.088337,31.195547,,,,54,3615.0
abruptly.warm.strikers,Ezbet Al Nakhl,30.138672,31.326351,,,,108,4155.583333333333
leader.swerves.putts,Ezbet Al Nakhl,30.139065,31.32537,,,,27,6083.666666666667
loitering.movies.situation,Ezbet Al Nakhl,30.138702,31.326279,,,,63,2896.714285714286
handy.milder.ballooned,Ezbet Anwar Steps - Ring Road,30.150188,31.265081,,,,126,2553.1428571428573
tiptoes.paddlers.orange,Ezbet Anwar Steps - Ring Road,30.15035,31.265003,,,,144,3036.5625
press.lifeboats.cooks,Ezbet Kheirallah Steps 1 - Ring Road,29.992666,31.243715,,,,99,2891.3636363636365
sprinkler.tablets.plotting,Ezbet Kheirallah Steps 1 - Ring Road,29.992844,31.243715,,,,99,3692.5454545454545
clash.assembles.cubs,Ezbet Kheirallah Steps 2 - Ring Road,29.991568,31.251917,,,,99,2891.3636363636365
picnic.refills.status,Ezbet Kheirallah Steps 2 - Ring Road,29.99172,31.251968,,,,99,3692.5454545454545
catchers.losses.school,Ezbet Kheirallah Steps 3 - Ring Road,29.990322,31.257889,,,,99,3692.5454545454545
youthful.chess.bound,Ezbet Kheirallah Steps 3 - Ring Road,29.989767,31.260696,,,,99,2891.3636363636365
corkscrew.guards.curls,Faculty of Agriculture - Ain Shams University,30.111708,31.248245,,,,198,5912.863636363636
cries.heat.sweetly,Faculty of Agriculture - Ain Shams University,30.112217,31.248306,,,,9,742.0
delays.feels.snowy,Faculty of Agriculture - Ain Shams University,30.111639,31.247992,,,,225,5510.96
lure.holdings.spectacle,Faculty of Agriculture - Cairo University,30.019436,31.211624,,,,405,5120.155555555555
officials.tadpole.cheer,Faculty of Agriculture - Cairo University,30.019444,31.211748,,,,423,4838.234042553191
moon.geologist.nozzles,Faculty of Agriculture Ain Shams Bus Station,30.114862,31.249302,,,,18,5333.0
restless.wink.threading,Faculty of Agriculture Ain Shams Bus Station,30.115358,31.250252,,,,45,2579.4
self.talker.sensibly,Faculty of Agriculture Ain Shams Bus Station,30.115234,31.250093,,,,45,2579.4
overdone.promotes.lorry,Faculty of Engineering - Azhar University,30.064007,31.286402,,,,99,2015.3636363636363
punks.parading.slips,Faculty of Engineering - Azhar University,30.064156,31.286692,,,,54,3323.6666666666665
slurping.messed.assorted,Faculty of Engineering - Cairo University,30.024944,31.210882,,,,405,5120.155555555555
trade.easels.messy,Faculty of Engineering - Cairo University,30.02497,31.211037,,,,513,4790.350877192983
removes.furnish.jolt,Faculty of Medicine - Ain Shams University,30.077158,31.281176,,,,522,5664.637931034483
interests.ridiculed.many,Faisal Bank - Othman Bin Affan St,30.09936,31.34113,,,,162,5441.111111111111
mailer.squabbles.clay,Faisal Bank - Othman Bin Affan St,30.099226,31.341227,,,,162,5498.611111111111
zone.directors.charging,Faisal Exit - Saft El Laban Axis,30.027088,31.200535,,,,90,1979.8
modifies.votes.eyelash,Faisal Islamic Bank - Tahrir St,30.039612,31.217943,,,,144,4553.5625
twig.brimmed.growth,Faisal Islamic Bank - Tahrir St,30.03976,31.21816,,,,117,4362.846153846154
custodian.heads.vitamins,Faisal Metro Station,30.016756,31.204502,,,,18,1941.5
stow.responded.belt,Faisal Microbus Station,29.99369,31.14715,,,,72,1804.875
camper.painting.sleepers,Faisal Street - Al Marioteya Road,29.993595,31.147207,,,,72,2402.625
landlords.furnish.blunders,Faisal Street - Al Marioteya Road,29.99388,31.147522,,,,54,1005.5
nips.clenching.against,Faisal Tawabek,29.998194,31.159483,,,,45,973.0
paraded.tempting.dentistry,Faisal Tawabek,29.998377,31.159418,,,,63,1008.7142857142857
oxidation.observe.bedroom,Falcon School - Al Shorouq,30.135359,31.663897,,,,9,4734.0
voltage.eyelashes.tinkle,Falcon School - Al Shorouq,30.135773,31.663792,,,,18,3048.0
disgraced.rare.setting,Farhety Hall - Port Said St,30.078896,31.26989,,,,135,4149.133333333333
feared.waggled.turns,Farhety Hall - Port Said St,30.078915,31.270004,,,,126,4202.928571428572
drooling.dunk.browsers,Farouq Square,29.957415,31.255957,,,,54,5211.166666666667
boggles.intervene.amps,Farouq's Corner Musuem - Helwan,29.84686,31.295645,,,,108,6011.916666666667
throwaway.page.suggested,Fayda Kamel,29.976025,31.258179,,,,18,361.5
typical.bloom.crowbar,Fayda Kamel,29.976044,31.258282,,,,9,423.0
sweetened.wardrobe.explains,Ferdous - Rod Al Farag,30.078747,31.235851,,,,90,4734.9
passenger.generals.pokers,Fiat Service Center - Obour,30.179096,31.471952,,,,9,300.0
pinch.scooped.pegs,Fiat Service Center - Obour,30.179071,31.472136,,,,9,300.0
emulating.leafing.endearing,Filfil Mosque (Bashtil),30.082487,31.193096,,,,9,3810.0
spirit.circus.mindset,Filfil Mosque (Bashtil),30.08259,31.193047,,,,9,3810.0
applause.painting.cuddling,Fom Al Khalig,30.023077,31.230179,,,,243,5232.518518518518
treaties.saturate.chips,Fom Al Khalig,30.022871,31.2309,,,,360,5185.1
splendid.shadowed.originate,Fom Al Khalig Police Station,30.024158,31.232475,,,,252,4588.428571428572
stove.moon.vessel,Free Zone - Nasr City,30.035183,31.347153,,,,27,8010.333333333333
workflow.much.mixed,Free Zone - Nasr City,30.035078,31.347145,,,,36,7834.5
muffin.rankings.saddens,Fustat Market,30.009237,31.23143,,,,63,6655.714285714285
weeks.reporting.politics,Fustat Market,30.009287,31.231325,,,,63,5784.285714285715
prune.stow.mugs,Future School - Nasr City,30.045734,31.347544,,,,45,3214.8
remarried.famous.fewest,Future School - Nasr City,30.045538,31.347553,,,,63,4339.714285714285
fussed.scorching.trucks,Future University in Egypt (FUE),30.025515,31.491087,New Cairo City,5712885.0,15000.0,27,5128.333333333333
fussed.scorching.trucks,Future University in Egypt (FUE),30.025515,31.491087,New Cairo City,5712885.0,15000.0,27,5128.333333333333
fussed.scorching.trucks,Future University in Egypt (FUE),30.025515,31.491087,New Cairo City,5712885.0,15000.0,27,5128.333333333333
fussed.scorching.trucks,Future University in Egypt (FUE),30.025515,31.491087,New Cairo City,5712885.0,15000.0,27,5128.333333333333
many.hillsides.hack,Future University in Egypt (FUE),30.025234,31.490547,New Cairo City,5712885.0,15000.0,27,5128.333333333333
many.hillsides.hack,Future University in Egypt (FUE),30.025234,31.490547,New Cairo City,5712885.0,15000.0,27,5128.333333333333
many.hillsides.hack,Future University in Egypt (FUE),30.025234,31.490547,New Cairo City,5712885.0,15000.0,27,5128.333333333333
many.hillsides.hack,Future University in Egypt (FUE),30.025234,31.490547,New Cairo City,5712885.0,15000.0,27,5128.333333333333
childcare.various.discusses,Galaa Bridge End - Dokki,30.04019,31.220049,,,,108,3919.25
dream.prank.suggested,Galaa Bridge End - Dokki,30.040054,31.220165,,,,144,3997.875
gossiping.debt.just,Galal Motors - Basateen,29.989876,31.271252,,,,72,3332.25
solicitor.alternate.condense,Galal Motors - Basateen,29.989971,31.271044,,,,198,6160.090909090909
idealist.pushing.fools,Galleria 40,30.01535,31.00181,,,,9,146.0
acclaimed.cigar.tonic,Gamaa Street - Obour,30.2109,31.457462,,,,9,300.0
flux.eagles.additives,Gamal Abd Al Nasser Metro Station,30.053526,31.23882,,,,684,5901.671052631579
long.helpfully.output,Gamal Abd Al Nasser Metro Station,30.053915,31.23769,,,,594,5892.545454545455
novel.zapped.scorching,Gamal Abd Al Nasser Square - 5th Settlement,29.991102,31.431713,New Cairo City,5712885.0,15000.0,9,300.0
novel.zapped.scorching,Gamal Abd Al Nasser Square - 5th Settlement,29.991102,31.431713,New Cairo City,5712885.0,15000.0,9,300.0
novel.zapped.scorching,Gamal Abd Al Nasser Square - 5th Settlement,29.991102,31.431713,New Cairo City,5712885.0,15000.0,9,300.0
novel.zapped.scorching,Gamal Abd Al Nasser Square - 5th Settlement,29.991102,31.431713,New Cairo City,5712885.0,15000.0,9,300.0
survive.sharpness.dining,Gamal Abd Al Nasser Square - 5th Settlement,29.99037,31.430653,New Cairo City,5712885.0,15000.0,9,300.0
survive.sharpness.dining,Gamal Abd Al Nasser Square - 5th Settlement,29.99037,31.430653,New Cairo City,5712885.0,15000.0,9,300.0
survive.sharpness.dining,Gamal Abd Al Nasser Square - 5th Settlement,29.99037,31.430653,New Cairo City,5712885.0,15000.0,9,300.0
survive.sharpness.dining,Gamal Abd Al Nasser Square - 5th Settlement,29.99037,31.430653,New Cairo City,5712885.0,15000.0,9,300.0
promises.spillage.placed,Gamal Abd Al Nasser Steps - Ring Road,30.072231,31.175898,,,,72,3395.0
slings.raven.flood,Gamal Abd Al Nasser Steps - Ring Road,30.072258,31.175756,,,,63,2878.5714285714284
frosted.remains.untruth,Garage Imbaba - Madinat Al Talibat,30.07137,31.200375,,,,117,4066.6153846153848
octagon.overlook.disposing,Garage Imbaba - Madinat Al Talibat,30.071438,31.20031,,,,36,434.5
gilding.undertook.plunge,Gas - 5th Settlement,30.01481,31.416227,New Cairo City,5712885.0,15000.0,9,300.0
gilding.undertook.plunge,Gas - 5th Settlement,30.01481,31.416227,New Cairo City,5712885.0,15000.0,9,300.0
gilding.undertook.plunge,Gas - 5th Settlement,30.01481,31.416227,New Cairo City,5712885.0,15000.0,9,300.0
gilding.undertook.plunge,Gas - 5th Settlement,30.01481,31.416227,New Cairo City,5712885.0,15000.0,9,300.0
indulgent.bunk.dated,Gas Tech Gas Station - Faisal St,29.998543,31.15986,,,,63,1008.7142857142857
seeing.loving.blocks,Gas Tech Gas Station - Faisal St,29.998363,31.159966,,,,45,973.0
suits.unloads.ranted,Gawad Hosny St - Anwar Al Sadat St,29.814964,31.380407,,,,90,4138.8
blocking.inflating.vitals,General Administration for Zenin Filteration,30.030533,31.183414,,,,72,1000.125
thousands.anyway.tipping,General Administration for Zenin Filteration,30.030441,31.18342,,,,36,1187.0
reserves.commutes.steadily,Genuis International School - Kerdasa,30.009867,31.11572,,,,18,822.0
trickster.worldwide.inert,Genuis International School - Kerdasa,30.009825,31.115635,,,,18,822.0
bright.sinkhole.shaves,Gesr Al Suez - Al Qobba,30.095554,31.310822,,,,162,6330.888888888889
gilding.longingly.madder,Gesr Al Suez - Al Qobba,30.095737,31.310823,,,,63,7482.142857142857
shed.taster.drumbeat,Gesr Al Suez - Taha Hussein,30.13218,31.376968,,,,27,7317.0
bleach.playroom.stapled,Ghamra,30.068094,31.264086,,,,549,5951.131147540984
imperious.blotchy.players,Ghamra,30.068172,31.263996,,,,567,5542.0
pinches.contrived.melon,Ghamra Bridge,30.068024,31.264788,,,,126,4202.928571428572
titles.elaborate.encodes,Ghamra Bridge,30.068064,31.26467,,,,117,4030.3076923076924
charted.plugs.revived,Ghamra Bridge - End,30.07322,31.267376,,,,126,4202.928571428572
captures.fired.sneezing,Ghamra Bridge - Start,30.073153,31.26721,,,,135,4149.133333333333
prominent.rafters.rewarded,Girls' College - Ain Shams University,30.08095,31.327314,,,,36,5772.25
retailing.hopefully.fracture,Girls' College - Ain Shams University,30.081083,31.327084,,,,36,5772.25
exhale.continues.spurted,Giza Bridge - End - Cairo University,30.017714,31.211979,,,,414,4758.869565217391
report.funky.third,Giza Bridge - End - Cairo University,30.017687,31.211834,,,,405,5120.155555555555
equity.dribble.swanky,Giza Courthouse Complex,30.010727,31.209091,,,,198,5111.0
sounding.reckons.purchaser,Giza Courthouse Complex,30.010729,31.208992,,,,225,5218.56
dressing.beak.finely,Giza Governorate Authority,30.008718,31.199814,,,,144,5690.125
variation.synthetic.broth,Giza Governorate Authority,30.008799,31.19949,,,,135,5839.466666666666
finishers.sensitive.stitching,Giza Helwan Bus Station,30.015514,31.215265,,,,99,4258.545454545455
skies.remains.trade,Giza Metro Station,30.014168,31.206236,,,,36,1491.0
shirt.ridiculed.fully,Giza Park - Bashtil,30.077002,31.193491,,,,27,2173.0
ballooned.client.rejects,Giza Square,30.015612,31.212263,,,,144,3085.125
blessing.profiled.stocks,Giza Square,30.016607,31.21213,,,,36,1382.25
expert.valued.against,Giza Square,30.014404,31.209734,,,,63,5807.142857142857
invented.boats.scrapping,Giza Square,30.016932,31.213783,,,,54,1467.5
lessening.afternoon.cornfield,Giza Square,30.015663,31.211855,,,,324,4954.833333333333
magma.result.dupe,Giza Square,30.0167,31.211948,,,,414,5068.304347826087
proclaims.noise.shortens,Giza Square,30.016989,31.213684,,,,9,2100.0
ranges.overjoyed.elbow,Giza Square,30.015512,31.212114,,,,297,5078.606060606061
upwardly.dimension.hexes,Giza Square,30.015362,31.213758,,,,108,4182.416666666667
wishing.fewest.midwinter,Giza Square,30.015413,31.212458,,,,27,4067.3333333333335
blasted.quaking.prayers,Golf Square - 5th Settlement,29.99893,31.405945,New Cairo City,5712885.0,15000.0,9,5678.0
blasted.quaking.prayers,Golf Square - 5th Settlement,29.99893,31.405945,New Cairo City,5712885.0,15000.0,9,5678.0
blasted.quaking.prayers,Golf Square - 5th Settlement,29.99893,31.405945,New Cairo City,5712885.0,15000.0,9,5678.0
blasted.quaking.prayers,Golf Square - 5th Settlement,29.99893,31.405945,New Cairo City,5712885.0,15000.0,9,5678.0
quantity.joyously.zoom,Greek Hospital,30.066671,31.280775,,,,315,5569.828571428571
access.retina.hushed,Green Hills Club,30.163464,31.634192,,,,18,3048.0
random.walked.simulations,Green Hills Club,30.163193,31.634195,,,,9,4734.0
massaged.librarian.imposes,Habitat - Obour,30.188974,31.465927,,,,9,300.0
sharpened.promotion.handyman,Habitat - Obour,30.189232,31.465961,,,,9,300.0
deploying.rats.thrashed,Hadaba Wosta Bus Station,30.009562,31.338305,,,,90,4754.6
losing.handed.atoms,Hadaba Wosta Bus Station,30.010624,31.339434,,,,18,2735.0
scored.gain.marching,Hadaba Wosta Bus Station,30.00973,31.339993,,,,54,7966.833333333333
spenders.headline.defected,Hadabet Al Ahram,29.971304,31.108694,,,,9,2100.0
usages.modern.crypt,Hadabet Al Ahram,29.971317,31.108582,,,,81,6453.0
quirky.regret.locked,Hadayek Al Ahram Gate 3,29.948486,31.095268,,,,9,2100.0
breezy.stirs.skirt,Hadayek Al Qobba Station,30.087132,31.289618,,,,45,1204.8
catching.exotic.cheese,Hadayek Al Qobba Station,30.087095,31.29037,,,,225,5028.6
bind.yoga.regrowth,Hadayek Al Qobba Youth Center,30.08954,31.285679,,,,90,4280.1
often.woods.scribbled,Hadayek Al Qobba Youth Center,30.089434,31.285616,,,,135,4606.866666666667
scrum.sunblock.aviation,Hadayek Al Qobba Youth Center,30.089594,31.285381,,,,9,3728.0
oval.dives.lobbed,Hadayeq Al Qobba Police Station,30.092829,31.28806,,,,90,4270.9
than.lighters.mass,Hadayeq Al Zaytoun School - Matareya St,30.109743,31.30392,,,,99,3969.818181818182
winter.robes.novel,Hadayeq Al Zaytoun School - Matareya St,30.109734,31.304007,,,,99,3787.3636363636365
costly.stiffly.training,Hadayeq Helwan Bus Station,29.892954,31.298574,,,,18,2802.0
rehearsal.according.perfect,Hall 1 - Cairo Airport,30.124722,31.40245,,,,135,4865.933333333333
cries.traps.tour,Hall 3 - Cairo Airport,30.12284,31.402615,,,,135,4865.933333333333
cowboys.woof.bypassed,Hall 4 - Cairo Airport,30.124031,31.397747,,,,135,4865.933333333333
menswear.electrode.sprouts,Haram Marioteya,29.989735,31.149443,,,,252,4505.821428571428
mingles.worlds.rocket,Haram Marioteya,29.98987,31.14934,,,,198,5077.909090909091
tiredness.fidgeted.quoted,Haram Marioteya,29.98991,31.149921,,,,18,2341.0
hints.nuance.innovator,Haram Mashaal,29.987768,31.14377,,,,99,6235.818181818182
wriggle.innocence.bland,Haram Mashaal,29.987614,31.143818,,,,99,6142.909090909091
bowls.baseballs.immune,Haram Mashaal - Al Mansoreya Road,29.98681,31.141321,,,,99,3152.181818181818
cured.king.project,Haram Mashaal - Al Mansoreya Road,29.986696,31.141378,,,,36,1356.5
dabbing.puppy.daunted,Haram Mashaal - Al Mansoreya Road,29.986578,31.141068,,,,81,4372.888888888889
quoted.crop.examine,Haram Mashaal Bus Station,29.987705,31.14034,,,,9,912.0
ramps.icons.smaller,Haram Mashaal Bus Station,29.987938,31.140657,,,,198,4233.909090909091
beak.butter.limit,Haram Talbeya Bus Station,30.001972,31.181414,,,,144,5365.125
reckoned.castle.revamping,Haram Talbeya Bus Station,30.001793,31.181437,,,,135,5929.466666666666
chair.mourner.lied,Haram Tunnel - Lebeny,29.988,31.149021,,,,135,2862.6666666666665
conspire.valued.survey,Haram Tunnel - Lebeny,29.987968,31.148926,,,,27,1784.0
proud.nuance.golden,Hareer St - Helwan,29.841393,31.307898,,,,99,5767.727272727273
refuses.small.dressings,Hareer St - Helwan,29.841452,31.307997,,,,63,4369.714285714285
condition.legs.adults,Hawamdeyya Bus Station - Entrance,29.897238,31.270447,,,,54,2954.6666666666665
winner.outwit.routs,Hawamdeyya Bus Station - Entrance,29.897247,31.270351,,,,36,2027.25
agreed.sizing.swordfish,Health Affairs Department - Agouza,30.067818,31.193562,,,,135,4106.133333333333
relatives.wooden.parked,Health Affairs Department - Agouza,30.067879,31.193472,,,,153,3581.4117647058824
point.unzipped.stable,Health Insurance Hospital - Nasr City,30.059467,31.326296,,,,90,7288.3
vision.tickling.private,Health Insurance Hospital - Nasr City,30.05981,31.326027,,,,90,7129.5
mimic.salads.quaking,Hearing and Speech Institute - Imbaba,30.081364,31.225246,,,,180,2993.1
warp.glare.slimmer,Hearing and Speech Institute - Imbaba,30.081566,31.225447,,,,234,3619.8076923076924
pats.foil.budding,Heliopolis Courthouse Complex,30.103706,31.328114,,,,189,4985.0952380952385
persuade.relishes.contacts,Heliopolis Courthouse Complex,30.10415,31.328476,,,,99,3774.3636363636365
forkful.entry.reap,Heliopolis Hospital - Hegaz,30.107437,31.336325,,,,108,5744.166666666667
hurray.belonging.stopwatch,Heliopolis Hospital - Hegaz,30.10716,31.336462,,,,81,6897.111111111111
blaze.shock.conveying,Heliopolis Sporting Club,30.090183,31.315754,,,,54,5404.666666666667
walking.grips.limbs,Heliopolis Sporting Club,30.089014,31.31745,,,,126,5580.714285714285
elephant.touchy.unstated,Heliopolis Square,30.108374,31.33812,,,,108,5744.166666666667
winds.codes.mysteries,Heliopolis Square,30.108145,31.33883,,,,81,6897.111111111111
hamsters.airliners.teaching,Helmeyet El Zaitoun Metro,30.11298,31.314135,,,,162,3747.777777777778
sake.admit.suggested,Helmeyet El Zaitoun Metro,30.113127,31.31419,,,,144,3778.375
ditching.natural.tensions,Helwan Bus Station,29.85348,31.331663,,,,45,2986.2
lyricist.fires.petition,Helwan Mental Health Hospital,29.836367,31.335947,,,,27,5218.333333333333
pull.abruptly.headlight,Helwan Mental Health Hospital,29.836317,31.335808,,,,18,4357.5
concerned.speeded.doors,Helwan Metro Bus Station,29.848576,31.333967,,,,63,4493.714285714285
deflect.overpower.terribly,Helwan Metro Bus Station,29.851938,31.334253,,,,27,1054.3333333333333
monkey.fearfully.rocket,Helwan Metro Bus Station,29.84972,31.33528,,,,45,1262.6
gone.argue.ignore,Helwan Post Office Bus Station,29.84743,31.33273,,,,36,6328.25
response.lamenting.weaved,Helwan Post Office Bus Station,29.846409,31.334066,,,,63,4595.571428571428
uppermost.gifts.turntable,Helwan Public Club Bus Station,29.842035,31.335573,,,,9,7350.0
besotted.bullion.former,Helwan University,29.869402,31.320698,,,,18,781.5
widget.flows.blotchy,Helwan University,29.869045,31.320093,,,,126,3627.0
artist.marshes.chess,Herafyeen Bridge - End,30.138872,31.397068,,,,216,3174.75
tortoises.driver.foreheads,Herafyeen Bridge - Start,30.138765,31.3972,,,,180,3893.35
community.lizards.talents,Higher Institute For Hotels & Tourism - Sheraton,30.102913,31.380362,,,,81,6087.222222222223
exhales.timing.nutty,Higher Institute For Hotels & Tourism - Sheraton,30.102798,31.38019,,,,90,5604.7
fishery.darts.workshop,Higher Institute Of Marketing Commerce & Information Systems,30.066242,31.450056,New Cairo City,5712885.0,15000.0,9,670.0
fishery.darts.workshop,Higher Institute Of Marketing Commerce & Information Systems,30.066242,31.450056,New Cairo City,5712885.0,15000.0,9,670.0
fishery.darts.workshop,Higher Institute Of Marketing Commerce & Information Systems,30.066242,31.450056,New Cairo City,5712885.0,15000.0,9,670.0
fishery.darts.workshop,Higher Institute Of Marketing Commerce & Information Systems,30.066242,31.450056,New Cairo City,5712885.0,15000.0,9,670.0
suffer.saga.factoring,Hilton Ramses - Abd Al Moneim Riad,30.04995,31.23111,,,,252,6011.25
measures.alternate.slower,Holding Co. For Water & Wastewater (HCWW),30.080078,31.230715,,,,144,4226.875
punctual.forgiven.lifetimes,Holding Co. For Water & Wastewater (HCWW),30.080034,31.23081,,,,63,4546.0
areas.pure.baths,Hospital 57357 - Magra Al Oyoun,30.025192,31.238302,,,,72,5807.375
dressing.communal.landlady,Housing & Utilities Directorate - Giza,30.000895,31.204584,,,,108,4665.416666666667
onto.ecologist.belief,Huckstep,30.159626,31.468779,,,,9,300.0
singles.diver.javelin,Huckstep,30.15971,31.46868,,,,9,888.0
grin.applauded.punters,Huckstep Bridge - End,30.14311,31.403936,,,,225,4262.16
recital.whoever.stolen,Huckstep Bridge - Start,30.143217,31.403751,,,,261,3581.448275862069
energetic.bedrooms.lamplight,Hussein Sedqy Mosque - Maadi,29.959015,31.251232,,,,45,6827.8
shuttered.smashes.streamers,Hyper - Sheikh Zayed,30.03007,31.024,,,,9,146.0
imprinted.haggling.retail,Ibn Al Hakam Square - Heliopolis,30.109776,31.320295,,,,171,3773.8947368421054
noun.lucky.bystander,Ibn Al Hakam Square - Heliopolis,30.11032,31.32029,,,,234,4328.846153846154
disprove.womb.brisk,Ibn Khaldoun School - Heliopolis,30.118225,31.32025,,,,90,5568.3
shirtless.smoking.martini,Ibrahim Abdel Raziq St - Ain Shams St,30.126406,31.320024,,,,135,4538.333333333333
dissolves.trek.chimp,Ibrahim Al Afifi Alley - Mansoureyya Rd,29.974213,31.145119,,,,36,901.75
rather.shifts.drill,Ibrahim Al Afifi Alley - Mansoureyya Rd,29.974167,31.14489,,,,36,901.75
clouds.comedians.halt,Ibrahim Al Rifaie School - 1st Settlement,30.070099,31.45631,New Cairo City,5712885.0,15000.0,9,670.0
clouds.comedians.halt,Ibrahim Al Rifaie School - 1st Settlement,30.070099,31.45631,New Cairo City,5712885.0,15000.0,9,670.0
clouds.comedians.halt,Ibrahim Al Rifaie School - 1st Settlement,30.070099,31.45631,New Cairo City,5712885.0,15000.0,9,670.0
clouds.comedians.halt,Ibrahim Al Rifaie School - 1st Settlement,30.070099,31.45631,New Cairo City,5712885.0,15000.0,9,670.0
anode.mammoths.subject,Ibrahim Anwar Mosque - Al Zaytoun,30.103159,31.300596,,,,126,4602.357142857143
scuba.powers.magazines,Ibrahim Anwar Mosque - Al Zaytoun,30.103012,31.300531,,,,180,4128.65
desiring.repayment.takeover,Ibrahim Bek Bus Station,30.136824,31.263384,,,,36,4891.25
ruffle.materials.expanded,Ibrahim Bek Bus Station,30.13686,31.263197,,,,36,5233.25
guesswork.knitted.fictional,Ibrahim Bek Youth Center,30.133253,31.262106,,,,27,3983.6666666666665
inherits.badge.starts,Ibrahim Bek Youth Center,30.13321,31.26229,,,,27,3983.6666666666665
cookers.dusts.attitudes,Icon For Construction And Development,29.893797,31.315569,,,,63,1743.4285714285713
qualifier.chill.valuables,Icon For Construction And Development,29.893703,31.31569,,,,81,4010.5555555555557
liquid.fixture.name,Ideal Standard - Nasr Road,30.091213,31.372532,,,,72,1955.75
specifies.jumped.wanting,Ideal Standard - Nasr Road,30.091053,31.372591,,,,45,2361.4
musically.leaves.limit,Ikea - CFC,30.03103,31.403511,New Cairo City,5712885.0,15000.0,63,2356.285714285714
musically.leaves.limit,Ikea - CFC,30.03103,31.403511,New Cairo City,5712885.0,15000.0,63,2356.285714285714
musically.leaves.limit,Ikea - CFC,30.03103,31.403511,New Cairo City,5712885.0,15000.0,63,2356.285714285714
musically.leaves.limit,Ikea - CFC,30.03103,31.403511,New Cairo City,5712885.0,15000.0,63,2356.285714285714
agreeing.timing.incurring,Imam Al Shafei Mosque - Basateen Rd,30.012344,31.262177,,,,288,5233.1875
coupler.blows.growl,Imam Mohamed St - Anwar Al Sadat St,29.820017,31.376402,,,,27,4941.666666666667
officers.outlawing.crab,Imam Mohamed St - Anwar Al Sadat St,29.820087,31.376524,,,,36,5441.25
lifeboats.thick.agents,Imbaba,30.07665,31.213968,,,,36,1566.25
ponies.unloading.traffic,Imbaba,30.07833,31.217731,,,,9,5233.0
ranks.jolly.replenish,Imbaba,30.076674,31.214165,,,,45,1460.8
laugh.dabble.colder,Imbaba Bus Station,30.078262,31.21852,,,,126,1540.2142857142858
prove.organist.groups,Imbaba Bus Station,30.078259,31.217115,,,,99,2737.2727272727275
spreading.doubts.raves,Imbaba Bus Station,30.078299,31.218414,,,,126,4017.785714285714
committee.safari.healers,Imbaba Bus Station (East),30.077566,31.221828,,,,135,3203.6666666666665
tenure.trappings.dots,Imbaba Bus Station (East),30.07766,31.22175,,,,9,520.0
pleasing.perplexed.worms,Imbaba Bus Station (North),30.081482,31.216576,,,,27,1525.3333333333333
poets.octagonal.choppy,Imbaba Bus Station (North),30.081392,31.216545,,,,36,1015.5
already.drum.grove,Imbaba Bus Station (West),30.07957,31.214594,,,,63,1187.857142857143
pythons.flipper.premiums,Imbaba Bus Station (West),30.079754,31.214539,,,,36,460.75
bloom.tugging.starts,Imbaba Fevers Hospital,30.083801,31.226295,,,,171,4081.0526315789475
flush.cheese.sagging,Imbaba Fevers Hospital,30.083834,31.225988,,,,108,3573.25
store.remembers.trifle,Imbaba Police Station,30.074944,31.222086,,,,207,3975.217391304348
cars.void.unwraps,Industrial Technical Institute - Azhar,30.056147,31.271927,,,,117,2845.0
outlawing.premature.plump,International Garden,30.05171,31.338722,,,,18,8060.5
